Level;Pick list elements;pick list code
2;Asses - Kidney (as-part-nature);A0BXF#F01.A057Q$F02.A069N
2;Asses - Kidney fat (as-part-nature);A0BXF#F01.A057Q$F02.A0F1B
2;Asses - Liver (as-part-nature);A0BXF#F01.A057Q$F02.A069M
2;Asses - Skin & fat (as-part-nature);A0BXF#F01.A057Q$F02.A06AK
2;Asses - Thyroid (as-part-nature);A0C60#F01.A057Q$F02.A0CES
2;Asses - Urine (as-part-nature);A0C60#F01.A057Q$F02.A0CET
2;Asses - Faeces (as-part-nature);A0C60#F01.A057Q$F02.A0CEV
2;Asses - Blood serum (as-part-nature);A0C60#F01.A057Q$F02.A0CEY
2;Asses - Plasma (as-part-nature);A0C60#F01.A057Q$F02.A0CEX
2;Asses - Bile (as-part-nature);A0C60#F01.A057Q$F02.A0EKY
2;Asses - Eye (as-part-nature);A0C60#F01.A057Q$F02.A067P
2;Asses - Feather (as-part-nature);A0C60#F01.A057Q$F02.A0ESE
2;Asses - Hair (as-part-nature);A0C60#F01.A057Q$F02.A0ESP
2;Asses - Injection site (as-part-nature);A0C60#F01.A057Q$F02.A0ESN
2;Asses - Lung (as-part-nature);A0C60#F01.A057Q$F02.A069P
2;Asses - Pollen (as-part-nature);A0C60#F01.A057Q$F02.A0ESK
2;Asses - Retina (as-part-nature);A0C60#F01.A057Q$F02.A0ESJ
2;Asses - Sand (as-part-nature);A0C60#F01.A057Q$F02.A0ESH
2;Asses - Tissues juice (as-part-nature);A0C60#F01.A057Q$F02.A0ESG
2;Asses - Wool (as-part-nature);A0C60#F01.A057Q$F02.A0ESF
2;Asses - Drinking water;A0F7L#F01.A057Q$F02.A06CA
2;Asses - Water for aquaculture;A0F7M#F01.A057Q$F02.A06CA
2;Asses - Feed;A0BB9#F01.A057Q$F02.A0F0Y
2;Mule - Meat (as-part-nature);A0BXF#F01.A057S$F02.A0BYZ
2;Mule - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A057S$F02.A0EMD
2;Mule - Fat (as-part-nature);A0BXF#F01.A057S$F02.A069J
2;Mule - Blood (as-part-nature);A0BXF#F01.A057S$F02.A06AL
2;Mule - Kidney (as-part-nature);A0BXF#F01.A057S$F02.A069N
2;Mule - Kidney fat (as-part-nature);A0BXF#F01.A057S$F02.A0F1B
2;Mule - Liver (as-part-nature);A0BXF#F01.A057S$F02.A069M
2;Mule - Skin & fat (as-part-nature);A0BXF#F01.A057S$F02.A06AK
2;Mule - Thyroid (as-part-nature);A0C60#F01.A057S$F02.A0CES
2;Mule - Urine (as-part-nature);A0C60#F01.A057S$F02.A0CET
2;Mule - Faeces (as-part-nature);A0C60#F01.A057S$F02.A0CEV
2;Mule - Blood serum (as-part-nature);A0C60#F01.A057S$F02.A0CEY
2;Mule - Plasma (as-part-nature);A0C60#F01.A057S$F02.A0CEX
2;Mule - Bile (as-part-nature);A0C60#F01.A057S$F02.A0EKY
2;Mule - Eye (as-part-nature);A0C60#F01.A057S$F02.A067P
2;Mule - Feather (as-part-nature);A0C60#F01.A057S$F02.A0ESE
2;Mule - Hair (as-part-nature);A0C60#F01.A057S$F02.A0ESP
2;Mule - Injection site (as-part-nature);A0C60#F01.A057S$F02.A0ESN
2;Mule - Lung (as-part-nature);A0C60#F01.A057S$F02.A069P
2;Mule - Pollen (as-part-nature);A0C60#F01.A057S$F02.A0ESK
2;Mule - Retina (as-part-nature);A0C60#F01.A057S$F02.A0ESJ
2;Mule - Sand (as-part-nature);A0C60#F01.A057S$F02.A0ESH
2;Mule - Tissues juice (as-part-nature);A0C60#F01.A057S$F02.A0ESG
2;Mule - Wool (as-part-nature);A0C60#F01.A057S$F02.A0ESF
2;Mule - Drinking water;A0F7L#F01.A057S$F02.A06CA
2;Mule - Water for aquaculture;A0F7M#F01.A057S$F02.A06CA
2;Mule - Feed;A0BB9#F01.A057S$F02.A0F0Y
1;Rabbit - Meat (as-part-nature);A0BXF#F01.A057T$F02.A0BYZ
1;Rabbit - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A057T$F02.A0EMD
1;Rabbit - Fat (as-part-nature);A0BXF#F01.A057T$F02.A069J
1;Rabbit - Blood (as-part-nature);A0BXF#F01.A057T$F02.A06AL
1;Rabbit - Kidney (as-part-nature);A0BXF#F01.A057T$F02.A069N
1;Rabbit - Kidney fat (as-part-nature);A0BXF#F01.A057T$F02.A0F1B
1;Rabbit - Liver (as-part-nature);A0BXF#F01.A057T$F02.A069M
1;Rabbit - Skin & fat (as-part-nature);A0BXF#F01.A057T$F02.A06AK
1;Rabbit - Thyroid (as-part-nature);A0C60#F01.A057T$F02.A0CES
1;Rabbit - Urine (as-part-nature);A0C60#F01.A057T$F02.A0CET
1;Rabbit - Faeces (as-part-nature);A0C60#F01.A057T$F02.A0CEV
1;Rabbit - Blood serum (as-part-nature);A0C60#F01.A057T$F02.A0CEY
1;Rabbit - Plasma (as-part-nature);A0C60#F01.A057T$F02.A0CEX
1;Rabbit - Bile (as-part-nature);A0C60#F01.A057T$F02.A0EKY
1;Rabbit - Eye (as-part-nature);A0C60#F01.A057T$F02.A067P
1;Rabbit - Feather (as-part-nature);A0C60#F01.A057T$F02.A0ESE
1;Rabbit - Hair (as-part-nature);A0C60#F01.A057T$F02.A0ESP
1;Rabbit - Injection site (as-part-nature);A0C60#F01.A057T$F02.A0ESN
1;Rabbit - Lung (as-part-nature);A0C60#F01.A057T$F02.A069P
1;Rabbit - Pollen (as-part-nature);A0C60#F01.A057T$F02.A0ESK
1;Rabbit - Retina (as-part-nature);A0C60#F01.A057T$F02.A0ESJ
1;Rabbit - Sand (as-part-nature);A0C60#F01.A057T$F02.A0ESH
1;Rabbit - Tissues juice (as-part-nature);A0C60#F01.A057T$F02.A0ESG
1;Rabbit - Wool (as-part-nature);A0C60#F01.A057T$F02.A0ESF
1;Rabbit - Drinking water;A0F7L#F01.A057T$F02.A06CA
1;Rabbit - Water for aquaculture;A0F7M#F01.A057T$F02.A06CA
1;Rabbit - Feed;A0BB9#F01.A057T$F02.A0F0Y
1;Poultry - Meat (as-part-nature);A0BXF#F01.A057Y$F02.A0BYZ
1;Poultry - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A057Y$F02.A0EMD
1;Poultry - Fat (as-part-nature);A0BXF#F01.A057Y$F02.A069J
1;Poultry - Blood (as-part-nature);A0BXF#F01.A057Y$F02.A06AL
1;Poultry - Kidney (as-part-nature);A0BXF#F01.A057Y$F02.A069N
1;Poultry - Kidney fat (as-part-nature);A0BXF#F01.A057Y$F02.A0F1B
1;Poultry - Liver (as-part-nature);A0BXF#F01.A057Y$F02.A069M
1;Poultry - Skin & fat (as-part-nature);A0BXF#F01.A057Y$F02.A06AK
1;Poultry - Thyroid (as-part-nature);A0C60#F01.A057Y$F02.A0CES
1;Poultry - Urine (as-part-nature);A0C60#F01.A057Y$F02.A0CET
1;Poultry - Faeces (as-part-nature);A0C60#F01.A057Y$F02.A0CEV
1;Poultry - Blood serum (as-part-nature);A0C60#F01.A057Y$F02.A0CEY
1;Poultry - Plasma (as-part-nature);A0C60#F01.A057Y$F02.A0CEX
1;Poultry - Bile (as-part-nature);A0C60#F01.A057Y$F02.A0EKY
1;Poultry - Eye (as-part-nature);A0C60#F01.A057Y$F02.A067P
1;Poultry - Feather (as-part-nature);A0C60#F01.A057Y$F02.A0ESE
1;Poultry - Hair (as-part-nature);A0C60#F01.A057Y$F02.A0ESP
1;Poultry - Injection site (as-part-nature);A0C60#F01.A057Y$F02.A0ESN
1;Poultry - Lung (as-part-nature);A0C60#F01.A057Y$F02.A069P
1;Poultry - Pollen (as-part-nature);A0C60#F01.A057Y$F02.A0ESK
1;Poultry - Retina (as-part-nature);A0C60#F01.A057Y$F02.A0ESJ
1;Poultry - Sand (as-part-nature);A0C60#F01.A057Y$F02.A0ESH
1;Poultry - Tissues juice (as-part-nature);A0C60#F01.A057Y$F02.A0ESG
1;Poultry - Wool (as-part-nature);A0C60#F01.A057Y$F02.A0ESF
1;Poultry - Drinking water;A0F7L#F01.A057Y$F02.A06CA
1;Poultry - Water for aquaculture;A0F7M#F01.A057Y$F02.A06CA
1;Poultry - Feed;A0BB9#F01.A057Y$F02.A0F0Y
2;Gallus gallus - Meat (as-part-nature);A0BXF#F01.A057Z$F02.A0BYZ
2;Gallus gallus - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A057Z$F02.A0EMD
2;Gallus gallus - Fat (as-part-nature);A0BXF#F01.A057Z$F02.A069J
2;Gallus gallus - Blood (as-part-nature);A0BXF#F01.A057Z$F02.A06AL
2;Gallus gallus - Kidney (as-part-nature);A0BXF#F01.A057Z$F02.A069N
2;Gallus gallus - Kidney fat (as-part-nature);A0BXF#F01.A057Z$F02.A0F1B
2;Gallus gallus - Liver (as-part-nature);A0BXF#F01.A057Z$F02.A069M
2;Gallus gallus - Skin & fat (as-part-nature);A0BXF#F01.A057Z$F02.A06AK
2;Gallus gallus - Thyroid (as-part-nature);A0C60#F01.A057Z$F02.A0CES
2;Gallus gallus - Urine (as-part-nature);A0C60#F01.A057Z$F02.A0CET
2;Gallus gallus - Faeces (as-part-nature);A0C60#F01.A057Z$F02.A0CEV
2;Gallus gallus - Blood serum (as-part-nature);A0C60#F01.A057Z$F02.A0CEY
2;Gallus gallus - Plasma (as-part-nature);A0C60#F01.A057Z$F02.A0CEX
2;Gallus gallus - Bile (as-part-nature);A0C60#F01.A057Z$F02.A0EKY
2;Gallus gallus - Eye (as-part-nature);A0C60#F01.A057Z$F02.A067P
2;Gallus gallus - Feather (as-part-nature);A0C60#F01.A057Z$F02.A0ESE
2;Gallus gallus - Hair (as-part-nature);A0C60#F01.A057Z$F02.A0ESP
2;Gallus gallus - Injection site (as-part-nature);A0C60#F01.A057Z$F02.A0ESN
2;Gallus gallus - Lung (as-part-nature);A0C60#F01.A057Z$F02.A069P
2;Gallus gallus - Pollen (as-part-nature);A0C60#F01.A057Z$F02.A0ESK
2;Gallus gallus - Retina (as-part-nature);A0C60#F01.A057Z$F02.A0ESJ
2;Gallus gallus - Sand (as-part-nature);A0C60#F01.A057Z$F02.A0ESH
2;Gallus gallus - Tissues juice (as-part-nature);A0C60#F01.A057Z$F02.A0ESG
2;Gallus gallus - Wool (as-part-nature);A0C60#F01.A057Z$F02.A0ESF
2;Gallus gallus - Drinking water;A0F7L#F01.A057Z$F02.A06CA
2;Gallus gallus - Water for aquaculture;A0F7M#F01.A057Z$F02.A06CA
2;Gallus gallus - Feed;A0BB9#F01.A057Z$F02.A0F0Y
3;Gallus gallus breeding flock - Meat (as-part-nature);A0BXF#F01.A0C77$F02.A0BYZ
3;Gallus gallus breeding flock - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C77$F02.A0EMD
3;Gallus gallus breeding flock - Fat (as-part-nature);A0BXF#F01.A0C77$F02.A069J
3;Gallus gallus breeding flock - Blood (as-part-nature);A0BXF#F01.A0C77$F02.A06AL
3;Gallus gallus breeding flock - Kidney (as-part-nature);A0BXF#F01.A0C77$F02.A069N
3;Gallus gallus breeding flock - Kidney fat (as-part-nature);A0BXF#F01.A0C77$F02.A0F1B
3;Gallus gallus breeding flock - Liver (as-part-nature);A0BXF#F01.A0C77$F02.A069M
3;Gallus gallus breeding flock - Skin & fat (as-part-nature);A0BXF#F01.A0C77$F02.A06AK
3;Gallus gallus breeding flock - Thyroid (as-part-nature);A0C60#F01.A0C77$F02.A0CES
3;Gallus gallus breeding flock - Urine (as-part-nature);A0C60#F01.A0C77$F02.A0CET
3;Gallus gallus breeding flock - Faeces (as-part-nature);A0C60#F01.A0C77$F02.A0CEV
3;Gallus gallus breeding flock - Blood serum (as-part-nature);A0C60#F01.A0C77$F02.A0CEY
3;Gallus gallus breeding flock - Plasma (as-part-nature);A0C60#F01.A0C77$F02.A0CEX
3;Gallus gallus breeding flock - Bile (as-part-nature);A0C60#F01.A0C77$F02.A0EKY
3;Gallus gallus breeding flock - Eye (as-part-nature);A0C60#F01.A0C77$F02.A067P
3;Gallus gallus breeding flock - Feather (as-part-nature);A0C60#F01.A0C77$F02.A0ESE
3;Gallus gallus breeding flock - Hair (as-part-nature);A0C60#F01.A0C77$F02.A0ESP
3;Gallus gallus breeding flock - Injection site (as-part-nature);A0C60#F01.A0C77$F02.A0ESN
3;Gallus gallus breeding flock - Lung (as-part-nature);A0C60#F01.A0C77$F02.A069P
3;Gallus gallus breeding flock - Pollen (as-part-nature);A0C60#F01.A0C77$F02.A0ESK
3;Gallus gallus breeding flock - Retina (as-part-nature);A0C60#F01.A0C77$F02.A0ESJ
3;Gallus gallus breeding flock - Sand (as-part-nature);A0C60#F01.A0C77$F02.A0ESH
3;Gallus gallus breeding flock - Tissues juice (as-part-nature);A0C60#F01.A0C77$F02.A0ESG
3;Gallus gallus breeding flock - Wool (as-part-nature);A0C60#F01.A0C77$F02.A0ESF
3;Gallus gallus breeding flock - Drinking water;A0F7L#F01.A0C77$F02.A06CA
3;Gallus gallus breeding flock - Water for aquaculture;A0F7M#F01.A0C77$F02.A06CA
3;Gallus gallus breeding flock - Feed;A0BB9#F01.A0C77$F02.A0F0Y
3;Gallus gallus broiler - Meat (as-part-nature);A0BXF#F01.A0C78$F02.A0BYZ
3;Gallus gallus broiler - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C78$F02.A0EMD
3;Gallus gallus broiler - Fat (as-part-nature);A0BXF#F01.A0C78$F02.A069J
3;Gallus gallus broiler - Blood (as-part-nature);A0BXF#F01.A0C78$F02.A06AL
3;Gallus gallus broiler - Kidney (as-part-nature);A0BXF#F01.A0C78$F02.A069N
3;Gallus gallus broiler - Kidney fat (as-part-nature);A0BXF#F01.A0C78$F02.A0F1B
3;Gallus gallus broiler - Liver (as-part-nature);A0BXF#F01.A0C78$F02.A069M
3;Gallus gallus broiler - Skin & fat (as-part-nature);A0BXF#F01.A0C78$F02.A06AK
3;Gallus gallus broiler - Thyroid (as-part-nature);A0C60#F01.A0C78$F02.A0CES
3;Gallus gallus broiler - Urine (as-part-nature);A0C60#F01.A0C78$F02.A0CET
3;Gallus gallus broiler - Faeces (as-part-nature);A0C60#F01.A0C78$F02.A0CEV
3;Gallus gallus broiler - Blood serum (as-part-nature);A0C60#F01.A0C78$F02.A0CEY
3;Gallus gallus broiler - Plasma (as-part-nature);A0C60#F01.A0C78$F02.A0CEX
3;Gallus gallus broiler - Bile (as-part-nature);A0C60#F01.A0C78$F02.A0EKY
3;Gallus gallus broiler - Eye (as-part-nature);A0C60#F01.A0C78$F02.A067P
3;Gallus gallus broiler - Feather (as-part-nature);A0C60#F01.A0C78$F02.A0ESE
3;Gallus gallus broiler - Hair (as-part-nature);A0C60#F01.A0C78$F02.A0ESP
3;Gallus gallus broiler - Injection site (as-part-nature);A0C60#F01.A0C78$F02.A0ESN
3;Gallus gallus broiler - Lung (as-part-nature);A0C60#F01.A0C78$F02.A069P
3;Gallus gallus broiler - Pollen (as-part-nature);A0C60#F01.A0C78$F02.A0ESK
3;Gallus gallus broiler - Retina (as-part-nature);A0C60#F01.A0C78$F02.A0ESJ
3;Gallus gallus broiler - Sand (as-part-nature);A0C60#F01.A0C78$F02.A0ESH
3;Gallus gallus broiler - Tissues juice (as-part-nature);A0C60#F01.A0C78$F02.A0ESG
3;Gallus gallus broiler - Wool (as-part-nature);A0C60#F01.A0C78$F02.A0ESF
3;Gallus gallus broiler - Drinking water;A0F7L#F01.A0C78$F02.A06CA
3;Gallus gallus broiler - Water for aquaculture;A0F7M#F01.A0C78$F02.A06CA
3;Gallus gallus broiler - Feed;A0BB9#F01.A0C78$F02.A0F0Y
3;Gallus gallus capon - Meat (as-part-nature);A0BXF#F01.A0C79$F02.A0BYZ$F32.A0C9D
3;Gallus gallus capon - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C79$F02.A0EMD$F32.A0C9D
3;Gallus gallus capon - Fat (as-part-nature);A0BXF#F01.A0C79$F02.A069J$F32.A0C9D
3;Gallus gallus capon - Blood (as-part-nature);A0BXF#F01.A0C79$F02.A06AL$F32.A0C9D
3;Gallus gallus capon - Kidney (as-part-nature);A0BXF#F01.A0C79$F02.A069N$F32.A0C9D
3;Gallus gallus capon - Kidney fat (as-part-nature);A0BXF#F01.A0C79$F02.A0F1B$F32.A0C9D
3;Gallus gallus capon - Liver (as-part-nature);A0BXF#F01.A0C79$F02.A069M$F32.A0C9D
3;Gallus gallus capon - Skin & fat (as-part-nature);A0BXF#F01.A0C79$F02.A06AK$F32.A0C9D
3;Gallus gallus capon - Thyroid (as-part-nature);A0C60#F01.A0C79$F02.A0CES$F32.A0C9D
3;Gallus gallus capon - Urine (as-part-nature);A0C60#F01.A0C79$F02.A0CET$F32.A0C9D
3;Gallus gallus capon - Faeces (as-part-nature);A0C60#F01.A0C79$F02.A0CEV$F32.A0C9D
3;Gallus gallus capon - Blood serum (as-part-nature);A0C60#F01.A0C79$F02.A0CEY$F32.A0C9D
3;Gallus gallus capon - Plasma (as-part-nature);A0C60#F01.A0C79$F02.A0CEX$F32.A0C9D
3;Gallus gallus capon - Bile (as-part-nature);A0C60#F01.A0C79$F02.A0EKY$F32.A0C9D
3;Gallus gallus capon - Eye (as-part-nature);A0C60#F01.A0C79$F02.A067P$F32.A0C9D
3;Gallus gallus capon - Feather (as-part-nature);A0C60#F01.A0C79$F02.A0ESE$F32.A0C9D
3;Gallus gallus capon - Hair (as-part-nature);A0C60#F01.A0C79$F02.A0ESP$F32.A0C9D
3;Gallus gallus capon - Injection site (as-part-nature);A0C60#F01.A0C79$F02.A0ESN$F32.A0C9D
3;Gallus gallus capon - Lung (as-part-nature);A0C60#F01.A0C79$F02.A069P$F32.A0C9D
3;Gallus gallus capon - Pollen (as-part-nature);A0C60#F01.A0C79$F02.A0ESK$F32.A0C9D
3;Gallus gallus capon - Retina (as-part-nature);A0C60#F01.A0C79$F02.A0ESJ$F32.A0C9D
3;Gallus gallus capon - Sand (as-part-nature);A0C60#F01.A0C79$F02.A0ESH$F32.A0C9D
3;Gallus gallus capon - Tissues juice (as-part-nature);A0C60#F01.A0C79$F02.A0ESG$F32.A0C9D
3;Gallus gallus capon - Wool (as-part-nature);A0C60#F01.A0C79$F02.A0ESF$F32.A0C9D
3;Gallus gallus capon - Drinking water;A0F7L#F01.A0C79$F02.A06CA$F32.A0C9D
3;Gallus gallus capon - Water for aquaculture;A0F7M#F01.A0C79$F02.A06CA$F32.A0C9D
3;Gallus gallus capon - Feed;A0BB9#F01.A0C79$F02.A0F0Y$F32.A0C9D
3;Gallus gallus laying hens - Meat (as-part-nature);A0BXF#F01.A0C7A$F02.A0BYZ$F32.A0C8V
3;Gallus gallus laying hens - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C7A$F02.A0EMD$F32.A0C8V
3;Gallus gallus laying hens - Fat (as-part-nature);A0BXF#F01.A0C7A$F02.A069J$F32.A0C8V
3;Gallus gallus laying hens - Blood (as-part-nature);A0BXF#F01.A0C7A$F02.A06AL$F32.A0C8V
3;Gallus gallus laying hens - Kidney (as-part-nature);A0BXF#F01.A0C7A$F02.A069N$F32.A0C8V
3;Gallus gallus laying hens - Kidney fat (as-part-nature);A0BXF#F01.A0C7A$F02.A0F1B$F32.A0C8V
3;Gallus gallus laying hens - Liver (as-part-nature);A0BXF#F01.A0C7A$F02.A069M$F32.A0C8V
3;Gallus gallus laying hens - Skin & fat (as-part-nature);A0BXF#F01.A0C7A$F02.A06AK$F32.A0C8V
3;Gallus gallus laying hens - Thyroid (as-part-nature);A0C60#F01.A0C7A$F02.A0CES$F32.A0C8V
3;Gallus gallus laying hens - Urine (as-part-nature);A0C60#F01.A0C7A$F02.A0CET$F32.A0C8V
3;Gallus gallus laying hens - Faeces (as-part-nature);A0C60#F01.A0C7A$F02.A0CEV$F32.A0C8V
3;Gallus gallus laying hens - Blood serum (as-part-nature);A0C60#F01.A0C7A$F02.A0CEY$F32.A0C8V
3;Gallus gallus laying hens - Plasma (as-part-nature);A0C60#F01.A0C7A$F02.A0CEX$F32.A0C8V
3;Gallus gallus laying hens - Bile (as-part-nature);A0C60#F01.A0C7A$F02.A0EKY$F32.A0C8V
3;Gallus gallus laying hens - Eye (as-part-nature);A0C60#F01.A0C7A$F02.A067P$F32.A0C8V
3;Gallus gallus laying hens - Feather (as-part-nature);A0C60#F01.A0C7A$F02.A0ESE$F32.A0C8V
3;Gallus gallus laying hens - Hair (as-part-nature);A0C60#F01.A0C7A$F02.A0ESP$F32.A0C8V
3;Gallus gallus laying hens - Injection site (as-part-nature);A0C60#F01.A0C7A$F02.A0ESN$F32.A0C8V
3;Gallus gallus laying hens - Lung (as-part-nature);A0C60#F01.A0C7A$F02.A069P$F32.A0C8V
3;Gallus gallus laying hens - Pollen (as-part-nature);A0C60#F01.A0C7A$F02.A0ESK$F32.A0C8V
3;Gallus gallus laying hens - Retina (as-part-nature);A0C60#F01.A0C7A$F02.A0ESJ$F32.A0C8V
3;Gallus gallus laying hens - Sand (as-part-nature);A0C60#F01.A0C7A$F02.A0ESH$F32.A0C8V
3;Gallus gallus laying hens - Tissues juice (as-part-nature);A0C60#F01.A0C7A$F02.A0ESG$F32.A0C8V
3;Gallus gallus laying hens - Wool (as-part-nature);A0C60#F01.A0C7A$F02.A0ESF$F32.A0C8V
3;Gallus gallus laying hens - Drinking water;A0F7L#F01.A0C7A$F02.A06CA$F32.A0C8V
3;Gallus gallus laying hens - Water for aquaculture;A0F7M#F01.A0C7A$F02.A06CA$F32.A0C8V
3;Gallus gallus laying hens - Feed;A0BB9#F01.A0C7A$F02.A0F0Y$F32.A0C8V
3;Spent hens - Meat (as-part-nature);A0BXF#F01.A0C7A$F02.A0BYZ$F31.A0CSD$F32.A0C8V
3;Spent hens - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C7A$F02.A0EMD$F31.A0CSD$F32.A0C8V
3;Spent hens - Fat (as-part-nature);A0BXF#F01.A0C7A$F02.A069J$F31.A0CSD$F32.A0C8V
3;Spent hens - Blood (as-part-nature);A0BXF#F01.A0C7A$F02.A06AL$F31.A0CSD$F32.A0C8V
3;Spent hens - Kidney (as-part-nature);A0BXF#F01.A0C7A$F02.A069N$F31.A0CSD$F32.A0C8V
3;Spent hens - Kidney fat (as-part-nature);A0BXF#F01.A0C7A$F02.A0F1B$F31.A0CSD$F32.A0C8V
3;Spent hens - Liver (as-part-nature);A0BXF#F01.A0C7A$F02.A069M$F31.A0CSD$F32.A0C8V
3;Spent hens - Skin & fat (as-part-nature);A0BXF#F01.A0C7A$F02.A06AK$F31.A0CSD$F32.A0C8V
3;Spent hens - Thyroid (as-part-nature);A0C60#F01.A0C7A$F02.A0CES$F31.A0CSD$F32.A0C8V
3;Spent hens - Urine (as-part-nature);A0C60#F01.A0C7A$F02.A0CET$F31.A0CSD$F32.A0C8V
3;Spent hens - Faeces (as-part-nature);A0C60#F01.A0C7A$F02.A0CEV$F31.A0CSD$F32.A0C8V
3;Spent hens - Blood serum (as-part-nature);A0C60#F01.A0C7A$F02.A0CEY$F31.A0CSD$F32.A0C8V
3;Spent hens - Plasma (as-part-nature);A0C60#F01.A0C7A$F02.A0CEX$F31.A0CSD$F32.A0C8V
3;Spent hens - Bile (as-part-nature);A0C60#F01.A0C7A$F02.A0EKY$F31.A0CSD$F32.A0C8V
3;Spent hens - Eye (as-part-nature);A0C60#F01.A0C7A$F02.A067P$F31.A0CSD$F32.A0C8V
3;Spent hens - Feather (as-part-nature);A0C60#F01.A0C7A$F02.A0ESE$F31.A0CSD$F32.A0C8V
3;Spent hens - Hair (as-part-nature);A0C60#F01.A0C7A$F02.A0ESP$F31.A0CSD$F32.A0C8V
3;Spent hens - Injection site (as-part-nature);A0C60#F01.A0C7A$F02.A0ESN$F31.A0CSD$F32.A0C8V
3;Spent hens - Lung (as-part-nature);A0C60#F01.A0C7A$F02.A069P$F31.A0CSD$F32.A0C8V
3;Spent hens - Pollen (as-part-nature);A0C60#F01.A0C7A$F02.A0ESK$F31.A0CSD$F32.A0C8V
3;Spent hens - Retina (as-part-nature);A0C60#F01.A0C7A$F02.A0ESJ$F31.A0CSD$F32.A0C8V
3;Spent hens - Sand (as-part-nature);A0C60#F01.A0C7A$F02.A0ESH$F31.A0CSD$F32.A0C8V
3;Spent hens - Tissues juice (as-part-nature);A0C60#F01.A0C7A$F02.A0ESG$F31.A0CSD$F32.A0C8V
3;Spent hens - Wool (as-part-nature);A0C60#F01.A0C7A$F02.A0ESF$F31.A0CSD$F32.A0C8V
3;Spent hens - Drinking water;A0F7L#F01.A0C7A$F02.A06CA$F31.A0CSD$F32.A0C8V
3;Spent hens - Water for aquaculture;A0F7M#F01.A0C7A$F02.A06CA$F31.A0CSD$F32.A0C8V
3;Spent hens - Feed;A0BB9#F01.A0C7A$F02.A0F0Y$F31.A0CSD$F32.A0C8V
2;Turkeys - Meat (as-part-nature);A0BXF#F01.A058A$F02.A0BYZ
2;Turkeys - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A058A$F02.A0EMD
2;Turkeys - Fat (as-part-nature);A0BXF#F01.A058A$F02.A069J
2;Turkeys - Blood (as-part-nature);A0BXF#F01.A058A$F02.A06AL
2;Turkeys - Kidney (as-part-nature);A0BXF#F01.A058A$F02.A069N
2;Turkeys - Kidney fat (as-part-nature);A0BXF#F01.A058A$F02.A0F1B
2;Turkeys - Liver (as-part-nature);A0BXF#F01.A058A$F02.A069M
2;Turkeys - Skin & fat (as-part-nature);A0BXF#F01.A058A$F02.A06AK
2;Turkeys - Thyroid (as-part-nature);A0C60#F01.A058A$F02.A0CES
2;Turkeys - Urine (as-part-nature);A0C60#F01.A058A$F02.A0CET
2;Turkeys - Faeces (as-part-nature);A0C60#F01.A058A$F02.A0CEV
2;Turkeys - Blood serum (as-part-nature);A0C60#F01.A058A$F02.A0CEY
2;Turkeys - Plasma (as-part-nature);A0C60#F01.A058A$F02.A0CEX
2;Turkeys - Bile (as-part-nature);A0C60#F01.A058A$F02.A0EKY
2;Turkeys - Eye (as-part-nature);A0C60#F01.A058A$F02.A067P
2;Turkeys - Feather (as-part-nature);A0C60#F01.A058A$F02.A0ESE
2;Turkeys - Hair (as-part-nature);A0C60#F01.A058A$F02.A0ESP
2;Turkeys - Injection site (as-part-nature);A0C60#F01.A058A$F02.A0ESN
2;Turkeys - Lung (as-part-nature);A0C60#F01.A058A$F02.A069P
2;Turkeys - Pollen (as-part-nature);A0C60#F01.A058A$F02.A0ESK
2;Turkeys - Retina (as-part-nature);A0C60#F01.A058A$F02.A0ESJ
2;Turkeys - Sand (as-part-nature);A0C60#F01.A058A$F02.A0ESH
2;Turkeys - Tissues juice (as-part-nature);A0C60#F01.A058A$F02.A0ESG
2;Turkeys - Wool (as-part-nature);A0C60#F01.A058A$F02.A0ESF
2;Turkeys - Drinking water;A0F7L#F01.A058A$F02.A06CA
2;Turkeys - Water for aquaculture;A0F7M#F01.A058A$F02.A06CA
2;Turkeys - Feed;A0BB9#F01.A058A$F02.A0F0Y
3;Turkey breeding flock - Meat (as-part-nature);A0BXF#F01.A0CAL$F02.A0BYZ
3;Turkey breeding flock - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAL$F02.A0EMD
3;Turkey breeding flock - Fat (as-part-nature);A0BXF#F01.A0CAL$F02.A069J
3;Turkey breeding flock - Blood (as-part-nature);A0BXF#F01.A0CAL$F02.A06AL
3;Turkey breeding flock - Kidney (as-part-nature);A0BXF#F01.A0CAL$F02.A069N
3;Turkey breeding flock - Kidney fat (as-part-nature);A0BXF#F01.A0CAL$F02.A0F1B
3;Turkey breeding flock - Liver (as-part-nature);A0BXF#F01.A0CAL$F02.A069M
3;Turkey breeding flock - Skin & fat (as-part-nature);A0BXF#F01.A0CAL$F02.A06AK
